,Close,macd_signal,rsi_signal,aroon_signal
0,62.959999084472656,0,0,0
1,62.31999969482422,-1,0,0
2,62.0,0,0,0
3,61.774898529052734,0,0,0
4,61.36000061035156,0,0,0
5,61.125,0,0,0
6,61.13999938964844,0,0,0
7,61.93000030517578,0,0,0
8,62.02000045776367,0,0,0
9,61.41999816894531,0,0,0
10,61.07500076293945,0,0,0
11,61.11000061035156,0,0,0
12,61.040000915527344,0,0,0
13,61.08000183105469,0,0,0
14,63.08250045776367,1,0,0
15,62.67900085449219,0,0,0
16,62.45280075073242,0,0,0
17,62.83000183105469,0,0,0
18,62.95500183105469,0,0,0
19,63.150001525878906,0,0,0
20,63.04499816894531,0,0,0
21,63.31999969482422,0,0,0
22,62.97610092163086,0,0,0
23,63.27999877929688,0,0,0
24,62.97600173950195,0,0,0
25,62.650001525878906,0,0,0
26,62.30500030517578,0,0,0
27,61.97999954223633,-1,0,0
28,61.70000076293945,0,0,0
29,61.68000030517578,0,0,0
30,60.95000076293945,0,0,0
31,59.92499923706055,0,0,0
32,59.752201080322266,0,0,0
33,60.86000061035156,0,0,0
34,61.45000076293945,0,0,0
35,61.380001068115234,0,0,0
36,61.207298278808594,0,0,0
37,61.38999938964844,0,0,0
38,61.15800094604492,0,0,0
39,60.58000183105469,0,0,0
40,60.4900016784668,0,0,0
41,60.5,0,0,0
42,60.45000076293945,0,0,0
43,59.97999954223633,0,0,0
44,60.22999954223633,0,0,0
45,60.20149993896485,0,0,0
46,59.69340133666992,0,0,0
47,59.014198303222656,0,0,0
48,59.18000030517578,0,0,0
49,58.959598541259766,0,1,0
50,58.560001373291016,0,1,0
51,58.310001373291016,0,1,0
52,58.2400016784668,0,1,0
53,58.0,0,1,0
54,58.095001220703125,0,1,0
55,57.790000915527344,0,1,0
56,58.22999954223633,0,0,0
57,58.27999877929688,0,0,0
58,58.7599983215332,1,0,0
59,58.483699798583984,0,0,0
60,58.1349983215332,0,0,0
61,58.290000915527344,0,0,0
62,58.31999969482422,0,0,0
63,57.52999877929688,0,0,0
64,58.02510070800781,0,0,0
65,58.14889907836914,0,0,0
66,59.494998931884766,0,0,0
67,59.470001220703125,0,0,0
68,59.31999969482422,0,0,0
69,59.25,0,0,0
70,59.65999984741211,0,0,0
71,59.52999877929688,0,0,0
72,59.63999938964844,0,0,0
73,59.40999984741211,0,0,0
74,59.34999847412109,0,0,0
75,59.54999923706055,0,0,0
76,59.540000915527344,0,0,0
77,59.77000045776367,0,0,0
78,59.41999816894531,0,0,0
79,59.27000045776367,0,0,0
80,59.165000915527344,0,0,0
81,58.9900016784668,0,0,0
82,59.540000915527344,0,0,0
83,59.72999954223633,0,0,0
84,59.75,0,0,0
85,59.709999084472656,0,0,0
86,58.77109909057617,-1,0,0
87,58.7599983215332,0,0,0
88,58.86009979248047,0,0,0
89,58.900001525878906,0,0,0
90,59.02999877929688,0,0,0
91,58.27999877929688,0,0,0
92,57.685001373291016,0,0,0
93,57.41999816894531,0,0,0
94,57.34000015258789,0,0,0
95,57.45000076293945,0,0,0
96,57.88010025024414,0,0,0
97,57.83000183105469,0,0,0
98,56.650001525878906,0,0,0
99,56.790000915527344,0,0,0
100,57.0,0,0,0
101,56.68999862670898,0,0,0
102,56.6599006652832,0,0,0
103,56.7598991394043,0,0,0
104,56.75,0,0,0
105,56.790000915527344,0,0,0
106,57.70000076293945,1,0,0
107,56.25,-1,0,0
108,56.20000076293945,0,0,0
109,57.09000015258789,1,0,0
110,56.86000061035156,0,0,0
111,57.52999877929688,0,0,0
112,57.25,0,0,0
113,57.900001525878906,0,0,0
114,57.95000076293945,0,0,0
115,57.9900016784668,0,0,0
116,58.35639953613281,0,0,0
117,58.80500030517578,0,0,0
118,58.540000915527344,0,0,0
119,60.994998931884766,0,0,0
120,60.23500061035156,0,0,0
121,60.43220138549805,0,0,0
122,60.18000030517578,0,0,0
123,60.79499816894531,0,0,0
124,60.685001373291016,0,0,0
125,60.79999923706055,0,0,0
126,60.9922981262207,0,0,0
127,61.52999877929688,0,0,0
128,61.02999877929688,0,0,0
129,60.52999877929688,0,0,0
130,60.68000030517578,0,0,0
131,60.494998931884766,0,0,0
132,60.7599983215332,-1,0,0
133,61.72999954223633,1,0,0
134,62.22999954223633,0,0,0
135,62.02000045776367,0,0,0
136,61.9900016784668,0,0,0
137,62.244998931884766,0,0,0
138,61.970001220703125,0,0,0
139,62.0,0,0,0
140,62.59640121459961,0,0,0
141,62.65999984741211,0,0,0
142,61.77999877929688,-1,0,0
143,61.45000076293945,0,0,0
144,61.47999954223633,0,0,0
145,61.54999923706055,0,0,0
146,61.630001068115234,0,0,0
147,60.459999084472656,0,0,0
148,59.47999954223633,0,0,0
149,59.47999954223633,0,0,0
150,59.43999862670898,0,0,0
151,59.23799896240234,0,0,0
152,59.880001068115234,0,0,0
153,60.060001373291016,0,0,0
154,59.91999816894531,0,0,0
155,60.79999923706055,0,0,0
156,60.59999847412109,0,0,0
157,60.615699768066406,0,0,0
158,62.119998931884766,1,0,0
159,62.11000061035156,0,0,0
160,62.060001373291016,0,0,0
161,62.040000915527344,0,0,0
162,62.169700622558594,0,0,0
163,62.11330032348633,0,0,0
164,62.3650016784668,0,0,0
165,62.38999938964844,0,0,0
166,62.47159957885742,0,0,0
167,62.65999984741211,0,0,0
168,62.5099983215332,0,0,0
169,62.51499938964844,0,0,0
170,62.34999847412109,0,0,0
171,62.2599983215332,0,0,0
172,62.470001220703125,0,0,0
173,62.47999954223633,0,0,0
174,62.25,-1,0,0
175,61.310001373291016,0,0,0
176,61.209999084472656,0,0,0
177,61.52000045776367,0,0,0
178,61.540000915527344,0,0,0
179,61.41999816894531,0,0,0
180,61.27000045776367,0,0,0
181,60.810001373291016,0,0,0
182,61.650001525878906,0,0,0
183,61.46609878540039,0,0,0
184,61.77000045776367,0,0,0
185,61.970001220703125,0,0,0
186,62.1693000793457,1,0,0
187,62.380001068115234,0,0,0
188,62.23329925537109,0,0,0
189,62.209999084472656,0,0,0
190,62.09999847412109,0,0,0
191,61.86000061035156,0,0,0
192,61.709999084472656,-1,0,0
193,61.79999923706055,0,0,0
194,61.9900016784668,0,0,0
195,62.0099983215332,0,0,0
196,62.8119010925293,1,0,0
197,62.6776008605957,0,0,0
198,62.65800094604492,0,0,0
199,62.181400299072266,0,0,0
200,62.14500045776367,0,0,0
201,62.34000015258789,0,0,0
202,61.52999877929688,-1,0,0
203,61.880001068115234,0,0,0
204,62.08000183105469,0,0,0
205,62.16400146484375,0,0,0
206,62.17179870605469,0,0,0
207,62.025001525878906,0,0,0
208,62.13100051879883,0,0,0
209,61.83000183105469,0,0,0
210,63.720001220703125,1,0,0
211,63.70000076293945,0,0,0
212,63.900001525878906,0,0,0
213,64.13999938964844,0,0,0
214,64.25,0,0,0
215,64.05999755859375,0,0,0
216,64.29000091552734,0,0,0
217,63.04999923706055,0,0,0
218,62.93830108642578,0,0,0
219,62.97999954223633,-1,0,0
220,62.869998931884766,0,0,0
221,62.875,0,0,0
222,62.755001068115234,0,0,0
223,63.0099983215332,0,0,0
224,64.19999694824219,0,0,1
225,63.560001373291016,0,0,1
226,63.43000030517578,0,0,1
227,63.42100143432617,0,0,1
228,63.59000015258789,0,0,1
229,63.41510009765625,0,0,1
230,63.380001068115234,0,0,1
231,61.90999984741211,0,0,0
232,61.993900299072266,0,0,0
233,60.02730178833008,0,0,0
234,60.54999923706055,0,0,0
235,60.56999969482422,0,0,0
236,60.6245002746582,0,0,0
237,60.459999084472656,0,0,0
238,60.284400939941406,0,0,0
239,60.95000076293945,0,0,0
240,61.09999847412109,0,0,0
241,61.35499954223633,0,0,0
242,61.290000915527344,0,0,0
243,61.35480117797852,1,0,0
244,61.150001525878906,0,0,0
245,60.209999084472656,-1,0,0
246,59.77999877929688,0,0,0
247,59.83000183105469,0,0,0
248,59.88999938964844,0,0,0
249,59.02999877929688,0,0,0
250,58.79650115966797,0,0,0
251,58.81999969482422,0,0,0
252,58.95800018310547,0,0,0
253,59.08000183105469,0,0,0
254,58.44449996948242,0,0,0
255,58.41999816894531,0,0,0
256,57.69279861450195,0,0,0
257,58.040000915527344,0,0,0
258,58.34000015258789,0,0,0
259,60.11000061035156,1,0,0
260,60.63999938964844,0,0,0
261,61.02000045776367,0,0,0
262,61.29999923706055,0,0,0
263,61.4900016784668,0,0,0
264,61.61000061035156,0,0,0
265,61.68999862670898,0,0,0
266,62.369998931884766,0,0,0
267,62.560001373291016,0,0,0
268,62.68000030517578,0,0,0
269,62.84000015258789,0,0,0
270,62.97999954223633,0,0,0
271,62.80500030517578,0,0,0
272,62.87009811401367,0,0,0
273,62.290000915527344,0,0,0
274,62.81999969482422,0,0,0
275,63.31999969482422,0,0,0
276,63.36909866333008,0,0,0
277,63.02140045166016,0,0,0
278,63.09000015258789,0,0,0
279,62.81999969482422,0,0,0
280,62.93999862670898,-1,0,0
281,62.88999938964844,0,0,0
282,62.84000015258789,0,0,0
283,62.84000015258789,0,0,0
284,62.60340118408203,0,0,0
285,62.619998931884766,0,0,0
286,62.40999984741211,0,0,0
287,62.43000030517578,0,0,0
288,62.18999862670898,0,0,0
289,61.63999938964844,0,0,0
290,61.65999984741211,0,0,0
291,62.04999923706055,0,0,0
292,62.209999084472656,0,0,0
293,62.1859016418457,0,0,0
294,61.22999954223633,0,0,0
295,61.27999877929688,0,0,0
296,61.358699798583984,0,0,0
297,61.369998931884766,0,0,0
298,61.27999877929688,0,0,0
299,61.185001373291016,0,0,0
300,61.459999084472656,0,0,0
301,62.72499847412109,0,0,0
302,62.52000045776367,1,0,0
303,62.31999969482422,0,0,0
304,62.38999938964844,0,0,0
305,62.33789825439453,0,0,0
306,62.45000076293945,0,0,0
307,62.54999923706055,0,0,0
308,63.27999877929688,0,0,0
309,62.75,0,0,0
310,62.7130012512207,0,0,0
311,62.72779846191406,0,0,0
312,62.88999938964844,0,0,0
313,62.51499938964844,0,0,0
314,62.38999938964844,0,0,0
315,60.16999816894531,-1,0,0
316,61.02000045776367,0,0,0
317,61.34999847412109,0,0,0
318,61.16999816894531,0,0,0
319,61.13639831542969,0,0,0
320,60.900001525878906,0,0,0
321,61.04999923706055,0,0,0
322,60.775001525878906,0,0,0
323,60.959999084472656,0,0,0
324,61.255001068115234,0,0,0
325,61.21500015258789,0,0,0
326,61.560001373291016,0,0,0
327,61.48270034790039,1,0,0
328,61.34000015258789,0,0,0
329,64.80999755859375,0,0,0
330,65.61000061035156,0,0,0
331,64.66000366210938,0,0,0
332,64.80999755859375,0,0,0
333,64.77999877929688,0,0,0
334,64.26499938964844,0,0,0
335,64.41000366210938,0,0,0
336,62.459999084472656,0,0,0
337,61.75,-1,0,0
338,62.70000076293945,0,0,0
339,62.29999923706055,0,0,0
340,62.27999877929688,0,0,0
341,62.375,0,0,0
342,62.4900016784668,0,0,0
343,63.900001525878906,0,0,0
344,63.619998931884766,0,0,0
345,63.90999984741211,1,0,0
346,64.42500305175781,0,0,0
347,64.30999755859375,0,0,0
348,63.845001220703125,0,0,0
349,63.77000045776367,0,0,0
350,63.150001525878906,-1,0,0
351,62.92990112304688,0,0,0
352,62.63999938964844,0,0,0
353,62.164398193359375,0,0,0
354,61.52000045776367,0,0,0
355,61.0,0,0,0
356,61.52999877929688,0,0,0
357,61.558101654052734,0,0,0
358,61.4202995300293,0,0,0
359,61.68999862670898,0,0,0
360,61.720001220703125,0,0,0
361,61.38999938964844,0,0,0
362,61.7400016784668,0,0,0
363,61.52000045776367,0,0,0
364,62.018798828125,0,0,0
365,62.869998931884766,1,0,0
366,62.900001525878906,0,0,0
367,62.682498931884766,0,0,0
368,62.70000076293945,0,0,0
369,62.84999847412109,0,0,0
370,63.0,0,0,0
371,64.25,0,0,0
372,64.41000366210938,0,0,0
373,64.19000244140625,0,0,0
374,64.22000122070312,0,0,0
375,64.17500305175781,0,0,0
376,64.30999755859375,0,0,0
377,64.69999694824219,0,0,0
378,65.0199966430664,0,0,0
379,65.66000366210938,0,0,0
380,65.94999694824219,0,0,0
381,66.16999816894531,0,0,0
382,66.33999633789062,0,0,0
383,65.86000061035156,0,0,0
384,65.73999786376953,0,0,0
385,65.70999908447266,0,0,0
386,65.5250015258789,0,0,0
387,65.68000030517578,0,0,0
388,66.05000305175781,0,0,0
389,66.44309997558594,0,0,0
390,66.34500122070312,0,0,0
391,66.4000015258789,0,0,0
392,66.91999816894531,0,0,0
393,67.38999938964844,0,0,0
394,67.41000366210938,0,0,0
395,66.88500213623047,0,0,0
396,67.0999984741211,0,0,0
397,67.1166000366211,-1,0,0
398,67.18499755859375,0,0,0
399,67.1500015258789,0,0,0
400,67.0199966430664,0,0,0
401,66.8499984741211,0,0,0
402,67.05999755859375,0,0,0
403,67.19999694824219,0,0,0
404,67.1897964477539,0,0,0
405,67.4000015258789,0,0,0
406,67.66000366210938,0,0,0
407,67.26000213623047,0,0,0
408,67.63500213623047,0,0,0
409,67.8301010131836,0,0,0
410,67.69999694824219,0,0,0
411,67.6500015258789,0,0,0
412,67.75,0,0,0
413,68.98999786376953,1,0,0
414,69.26499938964844,0,0,0
415,69.12580108642578,0,0,0
416,69.34500122070312,0,0,0
417,68.80999755859375,0,0,0
418,68.38999938964844,0,0,0
419,68.20999908447266,-1,0,0
420,68.67569732666016,0,0,0
421,68.65499877929688,0,0,0
422,68.58000183105469,0,0,0
423,68.08000183105469,0,0,0
424,68.86000061035156,0,0,0
425,68.80999755859375,0,0,0
426,68.97000122070312,0,0,0
427,69.0458984375,0,-1,0
428,68.97000122070312,0,-1,0
429,69.02300262451172,0,-1,0
430,69.13729858398438,0,-1,0
431,69.47000122070312,0,-1,0
432,69.56999969482422,0,-1,0
433,69.6500015258789,1,-1,0
434,69.16000366210938,-1,0,0
435,69.4634017944336,0,0,0
436,69.18820190429688,0,0,0
437,69.24469757080078,0,0,0
438,66.54000091552734,0,0,0
439,66.77649688720703,0,0,0
440,66.9000015258789,0,0,0
441,67.18000030517578,0,0,0
442,67.2874984741211,0,0,0
443,66.95999908447266,0,0,0
444,66.9000015258789,0,0,0
445,66.24949645996094,0,0,0
446,66.61000061035156,0,0,0
447,66.78739929199219,0,0,0
448,66.80999755859375,0,0,0
449,66.7699966430664,0,0,0
450,67.27880096435547,0,0,0
451,67.05000305175781,0,0,0
452,67.94000244140625,1,0,0
453,67.7300033569336,0,0,0
454,67.71499633789062,0,0,0
455,67.80999755859375,0,0,0
456,67.88999938964844,0,0,0
457,67.7699966430664,0,0,0
458,67.81999969482422,0,0,0
459,67.11000061035156,0,0,0
460,67.76000213623047,0,0,0
461,67.1500015258789,0,0,0
462,67.27999877929688,0,0,0
463,67.30000305175781,0,0,0
464,67.37000274658203,0,0,0
465,67.16000366210938,0,0,0
466,67.86499786376953,0,0,0
467,68.06500244140625,0,0,0
468,67.75399780273438,0,0,0
469,67.80999755859375,0,0,0
470,67.95999908447266,0,0,0
471,67.88999938964844,0,0,0
472,67.9800033569336,0,0,0
473,67.37989807128906,0,0,0
474,66.80999755859375,-1,0,0
475,67.33999633789062,0,0,0
476,67.38999938964844,0,0,0
477,67.30999755859375,0,0,0
478,67.37000274658203,0,0,0
479,67.11000061035156,0,0,0
480,66.22000122070312,0,0,0
481,65.83999633789062,0,0,0
482,65.68000030517578,0,0,0
483,65.58999633789062,0,0,0
484,65.7699966430664,0,0,0
485,65.69999694824219,0,0,0
486,65.83000183105469,0,0,0
487,65.19000244140625,0,0,0
488,65.07990264892578,0,0,0
489,65.45999908447266,0,0,0
490,65.72779846191406,0,0,0
491,65.88999938964844,0,0,0
492,65.62999725341797,0,0,0
493,65.69000244140625,1,0,0
494,66.04859924316406,0,0,0
495,65.27999877929688,0,0,0
496,65.3499984741211,0,0,0
497,65.36000061035156,0,0,0
498,65.33809661865234,0,0,0
499,65.97000122070312,0,0,0
500,65.8499984741211,0,0,0
501,66.16000366210938,0,0,0
502,65.32550048828125,0,0,0
503,65.27010345458984,0,0,0
504,64.9800033569336,0,0,0
505,64.69999694824219,-1,0,0
506,64.58499908447266,0,0,0
507,64.79000091552734,0,0,0
508,66.41999816894531,1,0,0
509,66.91000366210938,0,0,0
510,66.67500305175781,0,0,0
511,66.66999816894531,0,0,0
512,66.31999969482422,0,0,0
513,66.49500274658203,0,0,0
514,66.4800033569336,0,0,0
515,65.91000366210938,0,0,0
516,65.83999633789062,0,0,0
517,65.52780151367188,0,0,0
518,65.31099700927734,-1,0,0
519,65.5250015258789,0,0,0
520,65.52999877929688,0,0,0
521,65.55000305175781,0,0,0
522,65.81999969482422,0,0,0
523,66.0999984741211,1,0,0
524,65.7699966430664,0,0,0
525,65.5999984741211,-1,0,0
526,65.55000305175781,0,0,0
527,65.32279968261719,0,0,0
528,65.12999725341797,0,0,0
529,64.79000091552734,0,0,0
530,65.11499786376953,0,0,0
531,65.37999725341797,0,0,0
532,64.83999633789062,0,0,0
533,64.65499877929688,0,0,0
534,64.63500213623047,0,0,0
535,64.5,0,0,0
536,64.62000274658203,0,0,0
537,64.25499725341797,0,0,0
538,64.16999816894531,0,0,0
539,64.17960357666016,0,0,0
540,64.02220153808594,0,0,0
541,63.79499816894531,0,0,0
542,63.61000061035156,0,0,0
543,63.74089813232422,0,0,0
544,63.95000076293945,0,0,0
545,63.79999923706055,0,0,0
546,63.709999084472656,0,0,0
547,63.380001068115234,0,0,0
548,63.02000045776367,0,0,0
549,62.79999923706055,0,0,0
550,63.15999984741211,0,0,-1
551,63.5,0,0,-1
552,63.810001373291016,1,0,-1
553,63.81999969482422,0,0,-1
554,64.71920013427734,0,0,0
555,64.15499877929688,0,0,0
556,64.01499938964844,0,0,0
557,64.12200164794922,0,0,0
558,63.970001220703125,0,0,0
559,63.880001068115234,0,0,0
560,64.05000305175781,0,0,0
561,63.63999938964844,0,0,0
562,63.52999877929688,0,0,0
563,63.31999969482422,0,0,0
564,63.34999847412109,-1,0,0
565,63.84999847412109,1,0,0
566,63.98500061035156,0,0,0
567,63.79999923706055,0,0,0
568,61.77999877929688,-1,0,0
569,62.13999938964844,0,0,0
570,62.150001525878906,0,0,0
571,62.14500045776367,0,0,0
572,61.90999984741211,0,0,0
573,61.59550094604492,0,0,0
574,61.79999923706055,0,0,0
575,62.18999862670898,0,0,0
576,62.45000076293945,0,0,0
577,62.400001525878906,0,0,0
578,62.369998931884766,1,0,0
579,62.59000015258789,0,0,0
580,62.470001220703125,0,0,0
581,62.560001373291016,0,0,0
582,63.56999969482422,0,0,0
583,63.720001220703125,0,0,0
584,63.64609909057617,0,0,0
585,63.45000076293945,0,0,0
586,63.61029815673828,0,0,0
587,63.59999847412109,0,0,0
588,63.83000183105469,0,0,0
589,62.68000030517578,0,0,0
590,62.68999862670898,0,0,0
591,62.84999847412109,0,0,0
592,62.970001220703125,0,0,0
593,62.709999084472656,-1,0,0
594,63.14500045776367,1,0,0
595,63.0,0,0,0
596,62.04209899902344,-1,0,0
597,62.040000915527344,0,0,0
598,62.13999938964844,0,0,0
599,62.310001373291016,0,0,0
600,62.38999938964844,0,0,0
601,62.2400016784668,0,0,0
602,62.56999969482422,0,0,0
603,64.93000030517578,1,0,0
604,65.26000213623047,0,0,0
605,64.89119720458984,0,0,0
606,64.93000030517578,0,0,0
607,64.5199966430664,0,0,0
608,64.68499755859375,0,0,0
609,64.56999969482422,0,0,0
610,66.2699966430664,0,0,0
611,66.61000061035156,0,0,0
612,66.97000122070312,0,0,0
613,67.45999908447266,0,0,0
614,67.68000030517578,0,0,0
615,67.91909790039062,0,0,0
616,67.5999984741211,0,0,0
617,67.2699966430664,0,0,0
618,67.3499984741211,0,0,0
619,67.13500213623047,0,0,0
620,67.19999694824219,0,0,0
621,67.4000015258789,0,0,0
622,67.7344970703125,0,0,0
623,67.91999816894531,0,0,0
624,68.58000183105469,0,0,0
625,69.16000366210938,0,0,0
626,68.4800033569336,0,0,0
627,68.69000244140625,0,0,0
628,68.42500305175781,-1,0,0
629,68.19999694824219,0,0,0
630,67.98999786376953,0,0,0
631,68.30999755859375,0,0,0
632,68.3499984741211,0,0,0
633,68.48500061035156,0,0,0
634,68.45800018310547,0,0,0
635,69.01940155029297,0,0,0
636,68.66999816894531,0,0,0
637,68.66000366210938,0,0,0
638,68.94999694824219,0,0,0
639,69.0,0,0,0
640,68.98999786376953,0,0,0
641,68.83000183105469,0,0,0
642,68.56999969482422,0,0,0
643,68.36000061035156,0,0,0
644,68.16000366210938,0,0,0
645,69.87999725341797,0,0,0
646,69.9800033569336,0,0,0
647,70.93000030517578,1,0,0
648,70.44999694824219,0,0,0
649,70.56999969482422,0,0,0
650,70.25499725341797,0,0,0
651,70.37000274658203,0,0,0
652,69.88999938964844,0,0,0
653,69.61000061035156,-1,0,0
654,69.33000183105469,0,0,0
655,69.6050033569336,0,0,0
656,69.52999877929688,0,0,0
657,69.3031005859375,0,0,0
658,69.52999877929688,0,0,0
659,70.1500015258789,0,0,0
660,69.6010971069336,0,0,0
661,69.33989715576172,0,0,0
662,69.3499984741211,0,0,0
663,69.44000244140625,0,0,0
664,69.31009674072266,0,0,0
665,69.37999725341797,0,0,0
666,69.4749984741211,0,0,0
667,69.27999877929688,0,0,0
668,69.07730102539062,0,0,0
669,68.91999816894531,0,0,0
670,68.49079895019531,0,0,0
671,68.69000244140625,0,0,0
672,68.30999755859375,0,0,0
673,69.88999938964844,0,0,0
674,69.36499786376953,0,0,0
675,69.47989654541016,0,0,0
676,69.5,1,0,0
677,69.16999816894531,-1,0,0
678,68.79000091552734,0,0,0
679,68.69000244140625,0,0,0
680,68.9800033569336,0,0,0
681,68.44000244140625,0,0,0
682,68.98999786376953,0,0,0
683,69.04000091552734,0,0,0
684,69.0770034790039,0,0,0
685,69.29000091552734,1,0,0
686,69.29000091552734,0,0,0
687,71.1541976928711,0,0,0
688,71.11000061035156,0,0,0
689,70.57319641113281,0,0,0
690,70.99009704589844,0,0,0
691,70.36000061035156,0,0,0
692,71.1803970336914,0,0,0
693,71.16000366210938,0,0,0
694,70.86000061035156,0,0,1
695,70.63999938964844,0,0,1
696,71.88999938964844,0,0,1
697,71.77999877929688,0,0,1
698,71.80500030517578,0,0,1
699,71.20999908447266,0,0,1
700,71.05999755859375,0,0,1
701,74.04000091552734,0,0,0
702,74.30789947509766,0,0,0
703,74.00499725341797,0,0,0
704,73.72000122070312,0,0,0
705,74.18000030517578,0,0,0
